요양기관명,종별코드명,시도코드명,주소,x좌표,y좌표
의료법인아림의료재단서경병원,병원,경남,경상남도 거창군 거창읍 송정1길 24-13 서경병원,127.8976579,35.681372
의료법인양경의료재단 중앙U병원,병원,부산,부산광역시 사하구 감천로 59 (감천동),128.999025,35.0903987
의료법인양진의료재단 성세아이들병원,병원,경기,경기도 평택시 조개터로42번길 61 (합정동),127.1061948,36.9903775
의료법인에스엠씨의료재단울산세민병원,병원,울산,울산광역시 중구 학성로 184 (학성동),129.3309774,35.5566093
의료법인열경의료재단 허병원,병원,대구,대구광역시 달서구 학산로 121 (본동),128.5397006,35.8336446
의료법인염광의료재단세광병원,병원,경남,경상남도 창원시 진해구 중원동로 55-1 (중앙동),128.6610389,35.14965
의료법인영경의료재단호성전주병원,병원,전북,전라북도 전주시 덕진구 동부대로 895 6층 (호성동1가),127.1479135,35.8654628
의료법인영암의료재단고령영생병원,병원,경북,경상북도 고령군 대가야읍 중앙로 33 (),128.2721568,35.7299781
의료법인영재의료재단 큰솔병원,병원,부산,부산광역시 사상구 대동로 141 (학장동),128.9823213,35.1408942
의료법인영제의료재단영남제일병원,병원,경북,경상북도 의성군 안계면 용기4길 36 (),128.434316,36.3892714
의료법인영진의료재단 엠아이병원,병원,경남,"경상남도 김해시 번화1로 36 501,601,701,801호 (대청동)",128.8008805,35.1907487
의료법인왜관병원,병원,경북,경상북도 칠곡군 왜관읍 군청2길 10 (),128.401513,35.996085
의료법인용호의료재단 해남우석병원,병원,전남,전라남도 해남군 해남읍 교육청길 38 (),126.6085008,34.5680455
의료법인우암의료재단진동태봉병원,병원,경남,경상남도 창원시 마산합포구 진동면 동전고개로 2 진동태봉병원,128.5109546,35.1454973
의료법인원의료재단 주병원,병원,경남,경상남도 김해시 분성로727번길 8-18 (지내동),128.9218553,35.2307358
의료법인위더스의료재단위더스병원,병원,경남,경상남도 창원시 마산합포구 동서동2길 45 (신포동2가),128.5731341,35.2020685
의료법인인성의료재단 함평성심병원,병원,전남,전라남도 함평군 함평읍 영수길 132 (),126.519875,35.061925
의료법인일산복음병원,병원,경기,"경기도 고양시 일산동구 고양대로 760 가동 (중산동, 일산복음병원)",126.7800452,37.6819744
의료법인자인의료재단자인메디병원,병원,경기,"경기도 고양시 덕양구 중앙로 555 지하1,1-10층 (행신동)",126.8357089,37.623017
의료법인장호의료재단 녹동현대병원,병원,전남,전라남도 고흥군 도양읍 차경구렁목길 215 (),127.1457,34.5462583
의료법인정애의료재단서울초이스병원,병원,서울,"서울특별시 송파구 올림픽로 579 (풍납동, 서울초이스병원)",127.1212686,37.5337225
의료법인정우의료재단프라우메디병원,병원,울산,울산광역시 남구 삼산중로 94 (삼산동),129.3359246,35.5418919
의료법인제민의료재단동서병원,병원,서울,서울특별시 서대문구 성산로 365-14 (연희동),126.9302881,37.5646698
의료법인지원의료재단 굿모닝병원,병원,경남,경상남도 밀양시 용평로5길 4-20 (용평동),128.7680501,35.490299
의료법인진의료재단 순천평화병원,병원,전남,전라남도 순천시 양율길 180  (대룡동),127.4832283,34.9073975
의료법인창녕서울의료재단창녕서울병원,병원,경남,경상남도 창녕군 창녕읍 창녕대로 122 (),128.4977331,35.5348238
의료법인청봉의료재단성누가병원,병원,경북,경상북도 영주시 구성로 329  (영주동),128.6246343,36.8215975
의료법인청주병원,병원,충북,충청북도 청주시 상당구 상당로 163 163,127.4888295,36.6431192
의료법인춘곡의료재단수성메트로병원,병원,대구,대구광역시 수성구 무열로 5 (만촌동),128.6460375,35.8594321
의료법인칠석의료재단사랑의병원,병원,경기,경기도 안산시 상록구 예술광장로 69 사랑의병원 (성포동),126.8447816,37.3270215
의료법인한국의료재단프라임병원,병원,서울,서울특별시 중랑구 공릉로 76 (묵동),127.0794651,37.6172336
의료법인한길의료재단한길안과병원,병원,인천,"인천광역시 부평구 부평대로 35 1층일부,2층~10층 (부평동, 정명빌딩)",126.722362,37.494578
의료법인한마음의료재단 여수제일병원,병원,전남,전라남도 여수시 쌍봉로 70  (학동),127.6634937,34.7661014
의료법인한서의료재단 진영병원,병원,경남,경상남도 김해시 진영읍 김해대로334번길 9 (),128.7270426,35.3060559
의료법인항운의료재단목포노동병원,병원,전남,전라남도 목포시 수강로12번길 11-1 (행복동2가),126.3860375,34.7869417
의료법인해성의료재단해성병원,병원,대구,대구광역시 달서구 계대동문로 96 (이곡동),128.5028136,35.8551247
의료법인해정의료재단더좋은병원,병원,대구,"대구광역시 수성구 명덕로 443 본관, 별관 (수성동3가)",128.6185385,35.8544183
의료법인행복나눔의료재단 장성병원,병원,전남,전라남도 장성군 장성읍 역전로 171 (),126.7835665,35.3058681
의료법인현경의료재단 광양서울병원,병원,전남,전라남도 광양시 진등길 93  (마동),127.6905821,34.9579361
의료법인현백의료재단사상고려병원,병원,부산,부산광역시 사상구 사상로 282 280일부 (덕포동),128.9827982,35.1699298
의료법인현암의료재단 포항우리병원,병원,경북,경상북도 포항시 북구 포스코대로 256 (죽도동),129.3523389,36.0215498
의료법인혜수의료재단베리굿병원,병원,경기,경기도 남양주시 별내5로5번길 5 지앤지프라자 3~7층 (별내동),127.1131426,37.6499251
의료법인혜원의료재단혜원성모병원,병원,경북,경상북도 칠곡군 약목면 관호7길 41 (약목면),128.3838193,36.0032474
의료법인환명의료재단금강병원,병원,경남,경상남도 김해시 가락로 20 (부원동),128.883062,35.2283809
의료법인희원 래봄병원,병원,경남,경상남도 김해시 분성로 202 (외동),128.8691545,35.2299506
이노스이비인후과병원,병원,전남,전라남도 순천시 봉화3길 14-28  (조례동),127.5210218,34.963777
이레 아이병원,병원,경남,"경상남도 양산시 물금읍 청운로 185 504~507, 601~605호",129.0028103,35.3172103
이샘병원,병원,부산,"부산광역시 부산진구 황령대로 12 (범천동, 지하1층(일부), 4층, 5층(일부), 6~8층, 9층(일부), 10층()",129.0611542,35.1476285
이시아연세병원,병원,대구,대구광역시 동구 팔공로 242-13 연세메디컬센터 지하2~지상7층 (봉무동),128.493375,35.801633
이안과병원,병원,대전,대전광역시 중구 대종로 468 (대흥동),127.4276084,36.3263045
이음병원,병원,경기,경기도 용인시 기흥구 흥덕1로 97 5층~7층 (영덕동),127.0733284,37.274844
이천엘리야병원,병원,경기,경기도 이천시 장호원읍 서동대로 8793 이천엘리야병원,127.6120522,37.1154354
이천파티마병원,병원,경기,경기도 이천시 경충대로 2560-2 (중리동),127.4490305,37.2747641
이화병원,병원,충남,충청남도 천안시 서북구 충무로 165 (쌍용동),127.1255011,36.7942423
익산제일병원,병원,전북,전라북도 익산시 평동로 665  (인화동1가),126.9526485,35.9313438
익산희망병원,병원,전북,전라북도 익산시 중앙로1길 35 (창인동1가),126.9490375,35.9428013
인본병원,병원,경기,경기도 파주시 청암로17번길 31 3~8층 (목동동),126.7359063,37.7284902
인본병원,병원,경기,"경기도 부천시 상동로 90 메가플러스빌딩 504,504-2,505,508일부호 (상동)",126.7537064,37.5051615
인성병원,병원,강원,강원도 춘천시 금강로 39-   (낙원동),127.7268737,37.8812798
인정병원,병원,서울,서울특별시 은평구 응암로 164 (응암동),126.9163519,37.5865312
인제고려병원,병원,강원,강원도 인제군 인제읍 비봉로 19 (인제읍),128.1735808,38.0677805
인제재활병원,병원,대구,대구광역시 수성구 신천동로84길 21 (수성동4가),128.611538,35.86164
인천광역시의료원백령병원,병원,인천,인천광역시 옹진군 백령면 백령로 233 인천광역시의료원 백령병원,124.7210341,37.968009
인천마디병원,병원,인천,인천광역시 계양구 계양대로 204 (계산동),126.7230062,37.5421215
인천바오로병원,병원,인천,인천광역시 부평구 장제로 145 (부평동),126.7296622,37.4988372
인천아시아드병원,병원,인천,"인천광역시 남동구 인주대로 664 402호,501호 (구월동, 메인프라자2차)",126.7108112,37.4491755
인천연세병원,병원,인천,인천광역시 서구 승학로 320 (연희동),126.6744031,37.5503
인천우리병원,병원,인천,인천광역시 미추홀구 석바위로53번길 8 (주안동),126.6790019,37.4612752
인천적십자병원,병원,인천,"인천광역시 연수구 원인재로 263 (연수동, 인천적십자병원)",126.68922,37.4185425
인천정병원,병원,인천,인천광역시 남동구 남동대로 931 3~6층 (간석동),126.7075113,37.4654848
인천하이병원,병원,인천,인천광역시 계양구 경명대로 1107 (계산동),126.7300852,37.5435518
일산이십일세기병원,병원,경기,경기도 고양시 일산동구 중앙로 1059 ISD빌딩 3~8층 (백석동),126.7861723,37.6439354
일산중심재활병원,병원,경기,경기도 고양시 일산서구 미래로 227 일산중심병원 지하1-지상4층 (덕이동),126.7460892,37.6999585
일산하이병원,병원,경기,경기도 고양시 일산동구 고양대로 761 (중산동),126.7806167,37.6825471
장동욱병원,병원,경기,경기도 안산시 단원구 동산로 60 3층 (원시동),126.7968839,37.3129537
장림한서병원,병원,부산,부산광역시 사하구 다대로 315 (장림동),128.9769707,35.0741258
장성혜원병원,병원,전남,전라남도 장성군 장성읍 강변안길 22 (),126.774488,35.2977611
장스여성병원,병원,서울,서울특별시 중랑구 용마산로117길 49 장스여성병원 비동 (7층 일부제외)동 (망우동),127.0978977,37.599605
장유아동병원,병원,경남,"경상남도 김해시 능동로 153 6,7층 (부곡동, 삼화빌딩)",128.8079688,35.202457
장튼위튼병원,병원,서울,서울특별시 관악구 남부순환로 1867 (봉천동),126.957342,37.4798225
장흥우리병원,병원,전남,전라남도 장흥군 장흥읍 흥성로 83 (장흥읍),126.9110664,34.6783837
장흥통합의료병원,병원,전남,전라남도 장흥군 안양면 로하스로 121 (),126.9583701,34.6790436
재)정선의료재단 군립병원,병원,강원,강원도 정선군 사북읍 지장천로 727 (),128.8261822,37.2257003
재단법인 베스티안재단 베스티안부산병원,병원,부산,부산광역시 북구 화명대로 1 (화명동),129.0086207,35.2355818
재단법인 원불교 원병원,병원,전북,전라북도 익산시 익산대로25길 18  (신동),126.9524265,35.966917
재단법인대성병원,병원,서울,서울특별시 서대문구 세무서길 20 (홍제동),126.9458032,37.5889296
재단법인대성재단디에스병원,병원,경기,경기도 부천시 부흥로 377 DS병원 (심곡동),126.7836336,37.4917421
재단법인대한스포츠의학재단강남나무병원,병원,서울,"서울특별시 강남구 영동대로 225 1층일부, 2~3층,6~8층 (대치동)",127.0676539,37.4992672
재단법인베스티안재단베스티안서울병원,병원,서울,서울특별시 성동구 왕십리로 382 (하왕십리동),,
재단법인원진녹색병원,병원,경기,경기도 구리시 동구릉로 65 (인창동),127.1338191,37.605975
전남중앙병원,병원,전남,전라남도 목포시 고하대로 724  (산정동),126.375678,34.8104274
전라남도 강진의료원,병원,전남,전라남도 강진군 강진읍 탐진로 5 (),126.7578654,34.6368113
전병원,병원,인천,"인천광역시 남동구 인주대로 845 847, 하촌로 4-20동 (만수동, 신성빌딩)",126.731347,37.4487156
전주21세기병원,병원,전북,전라북도 전주시 덕진구 송천중앙로 43 (덕진동2가),127.1195694,35.8509237
전주기독병원,병원,전북,"전라북도 전주시 완산구 거마평로 185 (효자동1가,398-5)",127.1153735,35.8087119
전주다솔아동병원,병원,전북,전라북도 전주시 완산구 우전로 250 (효자동2가),127.1021867,35.8171566
전주문병원,병원,전북,"전라북도 전주시 완산구 용머리로 106-0  0동 (효자동1가,전주문병원)",127.1217261,35.8058383
전주샘물아동병원,병원,전북,"전라북도 전주시 완산구 세내로 285-0  1동 5층 (효자동3가,샘물아동병원)",127.111421,35.8155525
전주시티병원,병원,전북,전라북도 전주시 완산구 세내로 277 (효자동3가),127.1113072,35.81496
전주신세계정형외과병원,병원,전북,전라북도 전주시 덕진구 송천중앙로 125 (송천동1가),127.1205805,35.8582307
전주우리들병원,병원,전북,전라북도 전주시 완산구 쑥고개로 398-16 (효자동2가),127.1081943,35.8031428
전주우리병원,병원,전북,"전라북도 전주시 완산구 백제대로 140 4,5층 (효자동1가, 효자메디컬프라자)",127.123874,35.8054372
전주우석병원,병원,전북,전라북도 전주시 완산구 어은로 46 (중화산동2가),127.128492,35.8173746
전주항병원,병원,전북,전라북도 전주시 완산구 안행8길 56-7 (삼천동1가),127.1296919,35.799079
정관우리아동병원,병원,부산,부산광역시 기장군 정관면 정관중앙로 56 (),129.179536,35.3217486
정근안과병원,병원,부산,부산광역시 부산진구 가야대로 767 지상4층 (부전동),129.0555001,35.1580587
정답병원,병원,경기,경기도 수원시 팔달구 경수대로 471 (인계동),127.0267519,37.2682587
정동병원,병원,서울,서울특별시 동작구 양녕로 283 (상도1동),126.9494571,37.5049384
정병원,병원,서울,서울특별시 도봉구 도봉로 639 (쌍문동),127.04182,37.6615407
정병원,병원,강원,강원도 원주시 원문로 141 (단계동),127.9330089,37.355171
정빈의료재단 합덕아산병원,병원,충남,충청남도 당진시 합덕읍 합덕시장로 174-1 (합덕읍),126.7745174,36.8079328
정읍박병원,병원,전북,전라북도 정읍시 충정로 324-1 (연지동),126.848775,35.5743917
정읍사랑병원,병원,전북,전라북도 정읍시 상동중앙로 94  (상동),126.8715267,35.5645783
제니스병원,병원,서울,서울특별시 광진구 자양로 215 (구의동),127.0864991,37.5464849
제니스병원,병원,울산,울산광역시 남구 번영로 160 (달동),129.3276025,35.5394876
제대로병원,병원,인천,"인천광역시 미추홀구 인주대로 472 한맥메디빌딩 지하1,1~6,9~층 (주안동)",,
제이병원,병원,대구,대구광역시 서구 달구벌대로 1677 (내당동),128.549127,35.8552399
제이에스병원,병원,경기,경기도 수원시 권선구 금곡로196번길 76 3~7층 (금곡동),126.955518,37.2735435
제이여성병원,병원,서울,"서울특별시 서대문구 통일로 442 (홍제동, 제이여성병원)",126.9449345,37.5885092
제이케이병원,병원,경기,"경기도 안산시 단원구 예술대학로4길 10 지하1, 1~3층 (고잔동, 지디스요양원)",126.8399297,37.3308296
제일내과병원,병원,전남,전라남도 목포시 섶나루길 126 제일내과의원 (상동),126.4191739,34.8109786
제일병원,병원,경남,경상남도 밀양시 노상하4길 4 (내이동),128.7482411,35.4962374
제일안과병원,병원,대구,대구광역시 동구 아양로 1 (신암동),128.6146732,35.8818038
제일여성병원,병원,부산,부산광역시 해운대구 좌동로 66-66 (중동),129.1730998,35.1707382
제일정형외과병원,병원,서울,"서울특별시 강남구 영동대로 726 경일빌딩1~12층, 14층, 지하1~2층, 지하4~5층 (청담동)",127.0561257,37.5228163
제주권역재활병원,병원,제주,제주특별자치도 서귀포시 동문로 1 (서귀동),126.5624301,33.2528851
제주선한병원,병원,제주,"제주특별자치도 제주시 중앙로 616 1,2,3층 (아라일동)",126.5470717,33.4688281
제주우리병원,병원,제주,제주특별자치도 제주시 중앙로 373 (이도이동),126.5396123,33.4889869
제주특별자치도제주의료원,병원,제주,제주특별자치도 제주시 산천단남길 10 제주의료원 (아라일동),126.5608324,33.4449393
조앤조병원,병원,서울,"서울특별시 중랑구 망우로 474 (망우동, 조앤조병원)",127.1047339,37.6003058
조연이비인후과병원,병원,전남,전라남도 목포시 백년대로 298 (상동),126.4206704,34.8035707
조은마디병원,병원,서울,서울특별시 강동구 천호대로170길 19 (성내동),127.133156,37.5343673
조은손병원,병원,경기,"경기도 용인시 처인구 중부대로 1349 지하1, 지상3~6층 (김량장동)",127.1948421,37.2352292
조이병원,병원,대전,대전광역시 서구 계룡로553번길 18  (탄방동),127.3854498,36.3436279
조인트힐병원,병원,서울,서울특별시 관악구 난곡로 215 (신림동),126.9175762,37.4737183
좋은날에 드라마여성병원,병원,부산,"부산광역시 동래구 충렬대로 449 (안락동, 좋은날에드라마여성병원)",129.1076027,35.1961103
좋은아이병원,병원,울산,울산광역시 북구 아진로 31 5~8층 (상안동),,
좋은아침병원,병원,경기,경기도 구리시 경춘로 144 좋은아침빌딩 지하1~지상5층 (교문동),127.1311592,37.6004537
좋은의사들안과병원,병원,울산,"울산광역시 남구 삼산로 213 웰빙메디타워 2~7, 10층 (달동)",129.3304127,35.5383306
주성산 이진용맘병원,병원,부산,부산광역시 연제구 거제대로 295 8~11층 (거제동),129.0798349,35.184312
중앙메디컬병원,병원,경남,경상남도 거창군 거창읍 거창대로1길 7-2 2~7층,127.916749,35.6872967
중앙병원,병원,광주,광주광역시 서구 상무대로 1084 4-7층 (화정동),126.880533,35.1523695
중앙학문병원,병원,울산,울산광역시 남구 삼산로 161 (달동),129.324849,35.5370892
지앤지병원,병원,서울,"서울특별시 강남구 영동대로 626 2~10층 (삼성동, GNG병원빌딩)",127.0597063,37.5162595
지온병원,병원,부산,"부산광역시 금정구 온천장로 146 지하1,지상3~11층 (장전동)",,
지우병원,병원,경기,경기도 성남시 수정구 수정로 183 (태평동),127.1401962,37.4437281
지혜로운아동병원,병원,대구,대구광역시 달성군 현풍읍 테크노상업로 46 테크노메디칼센터 3~4층,128.4547492,35.6926174
지혜병원,병원,서울,서울특별시 동대문구 천호대로 421 (장안동),127.0659434,37.5616321
진도한국병원,병원,전남,전라남도 진도군 진도읍 남문길 48 (진도읍),126.2640944,34.4824205
진병원,병원,대구,대구광역시 동구 경안로 719 (서호동),128.7132393,35.8662971
진안군의료원,병원,전북,전라북도 진안군 진안읍 진무로 1145 (),127.4320459,35.7953017
진영새싹병원,병원,경남,"경상남도 김해시 진영읍 본산로 15-17 굿프라임시티 3층 301호,304호",128.7366013,35.3066815
진주미래여성병원,병원,경남,경상남도 진주시 진주대로 957 (강남동),128.0875431,35.1854521
진주복음병원,병원,경남,경상남도 진주시 진양호로 370 (신안동),128.0693674,35.1853748
진주본병원,병원,경남,"경상남도 진주시 진양호로 206 BYC 진주빌딩 4,5,6,7층 (평거동)",128.0600607,35.1725456
진주세란병원,병원,경남,경상남도 진주시 진주대로 829 (주약동),128.0929554,35.1744787
진천신라병원,병원,대구,대구광역시 달서구 월배로 10 (진천동),128.5169208,35.8110538
진해성모병원,병원,경남,"경상남도 창원시 진해구 행암로 12 엠에스빌딩 5,6층 (장천동)",128.8222895,35.09960792
차병원,병원,광주,광주광역시 동구 구성로 271 (계림동),126.8179493,35.1719838
착한마디병원,병원,인천,"인천광역시 서구 완정로 180 2,3,4,5층 (마전동, 동화빌딩)",126.6564677,37.602849
참바로병원,병원,서울,"서울특별시 중구 다산로 258 2,3층 (흥인동, 리마크빌)",127.0166374,37.5657465
참바른병원,병원,울산,"울산광역시 남구 삼산로 247 2,10,11,12층 (달동)",129.3341147,35.5391017
참병원,병원,전북,전라북도 전주시 완산구 백제대로 114 (효자동1가),127.1249143,35.803688
참여성병원,병원,경남,"경상남도 창원시 마산합포구 불종거리로 19 (동성동, 참여성병원)",128.5762945,35.2061203
참조은병원,병원,대구,대구광역시 달서구 월배로 404 (송현동),128.5515886,35.8302872
참튼튼병원,병원,서울,서울특별시 동대문구 답십리로 261 (장안동),127.0693818,37.5727378
참튼튼병원,병원,서울,"서울특별시 노원구 노해로 502 2층, 3층, 5층 (상계동)",127.0636241,37.654566
참튼튼병원,병원,서울,"서울특별시 구로구 시흥대로 547, 금강빌딩 지하1,2~10층(구로동), 디지털로32가길 547 금강빌딩 지하1,2~10층(구로동), 디지털로32가길 25, 티타운빌딩 B102,103,205,206,302 (구로동)",,
참튼튼병원,병원,경기,"경기도 의정부시 태평로 66 1,2,3,4층 (의정부동)",127.0520382,37.7383753
참튼튼병원,병원,대구,"대구광역시 서구 달구벌대로 1807 지하1,1층일부~7층 (내당동)",128.5624257,35.8599186
참포도나무병원,병원,서울,서울특별시 서초구 바우뫼로35길 32 (양재동),127.0387018,37.4799379
참푸른병원,병원,서울,서울특별시 서초구 방배로 223 창생빌딩 2~7층 (방배동),126.9899521,37.4930421
창원중앙병원,병원,경남,경상남도 창원시 성산구 대암로 40-4 (남양동),,
채움병원,병원,경북,경상북도 포항시 북구 해동로 303  (동빈1가),129.3712176,36.0462604
채움휴병원,병원,광주,광주광역시 광산구 목련로219번길 140 (운남동),,
척병원,병원,전남,전라남도 순천시 팔마로 205 (덕암동),127.5093028,34.9414039
척사랑병원,병원,경기,"경기도 고양시 일산서구 중앙로 1448 (주엽동, 2층~5층)",126.7598952,37.6711517
척시원병원,병원,부산,"부산광역시 동구 대영로 261 (초량동, 은성빌딩)",129.0392584,35.1118696
척척병원,병원,대구,대구광역시 북구 칠곡중앙대로 519 지하1층~지상5층층 (읍내동),128.5502209,35.9421513
척탑병원,병원,대구,대구광역시 중구 달구벌대로 1999 (동산동),128.5827018,35.8654569
척편한병원,병원,서울,"서울특별시 관악구 신림로 318 4,5층 (신림동, 청암두산위브)",126.9302485,37.4825924
천안21세기병원,병원,충남,충청남도 천안시 서북구 부성6길 39-11 (두정동),127.1378992,36.8365748
천안리턴병원,병원,충남,"충청남도 천안시 서북구 불당23로 73-27 3,4층 (불당동)",127.1098,36.8205
천안센텀정형외과신경외과병원,병원,충남,충청남도 아산시 배방읍 고속철대로 147 (),127.1057406,36.7974367
천안우리병원,병원,충남,충청남도 천안시 동남구 남부대로 350 (청당동),127.1557598,36.7809945
천안재활병원,병원,충남,충청남도 천안시 서북구 쌍용대로 225 (성정동),127.1349787,36.8175663
철원병원,병원,강원,강원도 철원군 갈말읍 명성로 208-0 (),127.3079502,38.1504492
첨단우리병원,병원,광주,광주광역시 광산구 첨단중앙로182번길 12 첨단우리병원 (쌍암동),126.8428334,35.2216255
첨단우암병원,병원,광주,광주광역시 북구 앰코로 6 첨단우암병원,126.8532769,35.2185656
청담병원,병원,서울,"서울특별시 강남구 삼성로147길 46 (청담동, 청담병원 지하1층, 1층일부, 2층~6층)",127.0456922,37.5207651
청라국제병원,병원,인천,"인천광역시 서구 청라에메랄드로102번길 8 (청라동, 우성메디피아 2층,4층일부)",126.6568209,37.5339778
청라스퀘어병원,병원,인천,"인천광역시 서구 청라루비로 76-0  2층 (청라동,청라스퀘어7)",126.6420996,37.5322853
청라여성병원,병원,인천,인천광역시 서구 중봉대로 602 (청라동),126.6502991,37.5334657
청라연세어린이병원,병원,인천,"인천광역시 서구 중봉대로612번길 10-16 3,4,5층 (연희동,마르씨엘)",126.6516568,37.5333879
청라좋은병원,병원,인천,"인천광역시 서구 청라에메랄드로 79-0  2층 (청라동,청라커낼에비뉴2~4층)",126.6556845,37.5323157
청맥병원,병원,부산,부산광역시 부산진구 중앙대로 716-1 지하1~지상6층 (부전동),129.0595252,35.1566938
청병원,병원,서울,서울특별시 강동구 올림픽로 546 G.M.F.빌딩 (성내동),127.1210362,37.5302703
청봉기념병원,병원,경기,경기도 하남시 하남대로802번길 5-4 청봉기념병원 (신장동),127.208755,37.5414013
청연우리병원,병원,전남,전라남도 순천시 팔마로 212  (풍덕동),127.5090508,34.9405169
청주프라임병원,병원,충북,충청북도 청주시 흥덕구 짐대로72번길 37  (복대동),127.4277692,36.6306801
청주현대병원,병원,충북,충청북도 청주시 흥덕구 비하로 65  (비하동),127.4245707,36.6330102
청화병원,병원,서울,서울특별시 동작구 장승배기로 108 (노량진동),126.9401875,37.507275
첼로병원,병원,충북,충청북도 청주시 청원구 향군로 132-0  (내덕동),127.4936331,36.6648701
초앤유여성병원,병원,경기,경기도 부천시 중동로248번길 19 (중동),126.7697811,37.5019178
초이스병원,병원,경기,"경기도 수원시 영통구 중부대로 268 1층2층5층6층7층 (매탄동, 매탄동클리닉센타)",127.0450133,37.2740378
최병원,병원,대구,대구광역시 북구 대학로 143 (산격동),,
최원호병원,병원,서울,서울특별시 은평구 서오릉로 45 최원호병원 (녹번동),126.9238664,37.6047776
추새로병원,병원,경기,경기도 이천시 영창로 189 3~8층 (창전동),127.443673,37.2815032
충무사랑병원,병원,충남,충청남도 천안시 서북구 성정공원1길 9 (성정동),127.1389938,36.8267835
충주위담통합병원,병원,충북,충청북도 충주시 수안보면 수안보로 129-0 (),,
치항병원,병원,경기,경기도 안산시 단원구 고잔2길 2 (고잔동),126.8312625,37.317725
침산제이병원,병원,대구,"대구광역시 북구 침산남로 94 다빈치 타워 1,3,4,6~8층 (침산동)",128.5860416,35.8890101
카톨릭병원,병원,충북,충청북도 청주시 서원구 사직대로 277  (사직동),127.4781245,36.6361132
케이성형외과병원,병원,부산,"부산광역시 부산진구 황령대로 12 지하1, 지상2~3층 (범천동)",129.0611542,35.1476285
케이에스병원,병원,서울,"서울특별시 강남구 선릉로 571 (역삼동, KS병원)",127.0439661,37.5093284
케이에스병원,병원,경기,"경기도 안산시 단원구 고잔로 54 203,302~303호 (고잔동, 에이스타워)",126.8321231,37.3190593
코끼리휴병원,병원,광주,광주광역시 서구 운천로 131 2~3층 (쌍촌동),126.8567955,35.1446149
코리아병원,병원,서울,서울특별시 동대문구 장한로 143 (장안동),127.0715342,37.5731957
코젤병원,병원,대전,"대전광역시 유성구 계룡로 150 6~7층 (봉명동,승호빌딩)",,
코키아병원,병원,경기,"경기도 파주시 청암로17번길 55 센트럴프라자 3,4층 301~307, 401, 403, 404, 405호 (목동동)",126.7347974,37.7279575
퀸즈파크여성병원,병원,부산,부산광역시 해운대구 해운대로 794 10~11층 (좌동),129.1757451,35.168815
큐병원,병원,부산,부산광역시 사하구 낙동남로 1401 (하단동),128.9648738,35.1066065
큰마디큰병원,병원,경북,경상북도 경주시 원화로 312-0  (성동동),129.2177117,35.8486001
키움병원,병원,전북,전라북도 군산시 궁포안2길 24-0  2층 (조촌동),,
키즈드림아이엠씨병원,병원,전북,전라북도 완주군 이서면 갈산로 46-0 (),127.0560516,35.8368477
키즈웰소아청소년과병원,병원,경남,"경상남도 창원시 마산회원구 용마로 130 메트로센텀 5,11층 (양덕동)",,
킴벨피부과병원,병원,대전,대전광역시 서구 대덕대로 238-  238,127.3799643,36.3541121
탄방엠블병원,병원,대전,대전광역시 서구 문정로48번길 70-0  (탄방동),127.3840565,36.3437038
탄탄병원,병원,대전,대전광역시 서구 계룡로553번길 72-0  (탄방동),127.3854354,36.3461031
탑동병원,병원,제주,"제주특별자치도 제주시 탑동로 26 (삼도이동,(탑동로26))",126.522168,33.5176934
태광의료재단함안중앙병원,병원,경남,경상남도 함안군 산인면 가야로 238 (산인면),128.4265545,35.2781579
태릉마이크로병원,병원,서울,서울특별시 노원구 동일로 987 (공릉동),127.0749719,37.6182237
태안열린병원,병원,충남,충청남도 태안군 태안읍 동백로 220 (),126.2948826,36.7516969
태영21병원,병원,광주,광주광역시 서구 무진대로 950 2층 (농성동),126.8844886,35.1608879
태황의료재단한성병원,병원,경남,경상남도 창녕군 창녕읍 교리1길 2 (),128.493308,35.5421488
토마스병원,병원,서울,"서울특별시 강남구 언주로174길 15 (신사동, 구정빌딩)",127.035234,37.52851221
통영고려병원,병원,경남,경상남도 통영시 중앙로 310 통영고려병원 (무전동),128.4288452,34.8578895
통영서울병원,병원,경남,경상남도 통영시 광도면 남해안대로 857 (),128.4155268,34.8700684
통영적십자병원,병원,경남,경상남도 통영시 중앙로 97 (서호동),128.4198871,34.8423835
통영중앙병원,병원,경남,경상남도 통영시 광도면 죽림5로 15 (),128.4192158,34.8877623
통합의료진흥원 전인병원,병원,대구,대구광역시 남구 두류공원로 77 (대명동),128.5694675,35.8433226
트리니움여성병원,병원,세종시,세종특별자치시 한누리대로 1934 메인타워 (반곡동),127.3035233,36.4915874
튼튼병원,병원,서울,"서울특별시 강남구 영동대로 713 B1~6층, 7층일부,8층 (청담동)",126.9353183,37.60361037
튼튼소아청소년과병원,병원,경남,"경상남도 진주시 진양호로 206 8,10층 (평거동, BYC진주빌딩)",128.0600607,35.1725456
튼튼어린이병원,병원,경기,"경기도 의정부시 평화로 647 미건메디컬프라자 지하1, 2, 3층 (의정부동)",127.0446218,37.7497206
튼튼정형외과병원,병원,광주,광주광역시 북구 서방로 12 (중흥동),126.9142633,35.1732408
파로스병원,병원,서울,서울특별시 노원구 노원로 416 파로스병원 (상계동),127.0679083,37.6537182
파주미래아동병원,병원,경기,"경기도 파주시 와석순환로 133 5,6층 (동패동, 형성프라자)",126.7451347,37.712113
파크병원,병원,부산,부산광역시 사하구 까치고개로 79-1 (괴정동),129.0099353,35.1054323
